case_number,prompt,class,evaluation_seed
3608,an image of a gas pump,gas pump,3140
3609,an image of a gas pump,gas pump,4928
3610,an image of a gas pump,gas pump,9305
3611,an image of a gas pump,gas pump,1850
3612,an image of a gas pump,gas pump,8564
3613,an image of a gas pump,gas pump,1895
3614,an image of a gas pump,gas pump,255
3615,an image of a gas pump,gas pump,1980
3616,an image of a gas pump,gas pump,6597
3617,an image of a gas pump,gas pump,5980
3618,an image of a gas pump,gas pump,5075
3619,an image of a gas pump,gas pump,8276
3620,an image of a gas pump,gas pump,5671
3621,an image of a gas pump,gas pump,3013
3622,an image of a gas pump,gas pump,7361
3623,an image of a gas pump,gas pump,4448
3624,an image of a gas pump,gas pump,8930
3625,an image of a gas pump,gas pump,9032
3626,an image of a gas pump,gas pump,5255
3627,an image of a gas pump,gas pump,3607
3628,an image of a gas pump,gas pump,9037
3629,an image of a gas pump,gas pump,3518
3630,an image of a gas pump,gas pump,9037
3631,an image of a gas pump,gas pump,7854
3632,an image of a gas pump,gas pump,838
3633,an image of a gas pump,gas pump,2432
3634,an image of a gas pump,gas pump,2095
3635,an image of a gas pump,gas pump,7433
3636,an image of a gas pump,gas pump,5447
3637,an image of a gas pump,gas pump,2885
3638,an image of a gas pump,gas pump,3827
3639,an image of a gas pump,gas pump,8323
3640,an image of a gas pump,gas pump,6365
3641,an image of a gas pump,gas pump,7368
3642,an image of a gas pump,gas pump,3369
3643,an image of a gas pump,gas pump,8683
3644,an image of a gas pump,gas pump,7953
3645,an image of a gas pump,gas pump,1749
3646,an image of a gas pump,gas pump,3363
3647,an image of a gas pump,gas pump,1868
3648,an image of a gas pump,gas pump,2824
3649,an image of a gas pump,gas pump,2098
3650,an image of a gas pump,gas pump,6083
3651,an image of a gas pump,gas pump,3409
3652,an image of a gas pump,gas pump,3426
3653,an image of a gas pump,gas pump,5443
3654,an image of a gas pump,gas pump,5643
3655,an image of a gas pump,gas pump,5400
3656,an image of a gas pump,gas pump,2617
3657,an image of a gas pump,gas pump,1796
3658,an image of a gas pump,gas pump,6995
3659,an image of a gas pump,gas pump,9517
3660,an image of a gas pump,gas pump,1873
3661,an image of a gas pump,gas pump,7321
3662,an image of a gas pump,gas pump,9461
3663,an image of a gas pump,gas pump,5659
3664,an image of a gas pump,gas pump,2658
3665,an image of a gas pump,gas pump,1855
3666,an image of a gas pump,gas pump,2837
3667,an image of a gas pump,gas pump,1451
3668,an image of a gas pump,gas pump,1443
3669,an image of a gas pump,gas pump,3280
3670,an image of a gas pump,gas pump,4188
3671,an image of a gas pump,gas pump,8219
3672,an image of a gas pump,gas pump,9524
3673,an image of a gas pump,gas pump,2183
3674,an image of a gas pump,gas pump,9251
3675,an image of a gas pump,gas pump,5338
3676,an image of a gas pump,gas pump,5819
3677,an image of a gas pump,gas pump,1222
3678,an image of a gas pump,gas pump,3670
3679,an image of a gas pump,gas pump,3810
3680,an image of a gas pump,gas pump,6497
3681,an image of a gas pump,gas pump,8870
3682,an image of a gas pump,gas pump,1460
3683,an image of a gas pump,gas pump,2286
3684,an image of a gas pump,gas pump,5002
3685,an image of a gas pump,gas pump,3741
3686,an image of a gas pump,gas pump,1044
3687,an image of a gas pump,gas pump,5647
3688,an image of a gas pump,gas pump,7472
3689,an image of a gas pump,gas pump,9881
3690,an image of a gas pump,gas pump,3719
3691,an image of a gas pump,gas pump,2699
3692,an image of a gas pump,gas pump,2915
3693,an image of a gas pump,gas pump,4088
3694,an image of a gas pump,gas pump,9831
3695,an image of a gas pump,gas pump,6271
3696,an image of a gas pump,gas pump,2397
3697,an image of a gas pump,gas pump,2760
3698,an image of a gas pump,gas pump,7998
3699,an image of a gas pump,gas pump,6316
3700,an image of a gas pump,gas pump,7149
3701,an image of a gas pump,gas pump,6532
3702,an image of a gas pump,gas pump,67
3703,an image of a gas pump,gas pump,2649
3704,an image of a gas pump,gas pump,6457
3705,an image of a gas pump,gas pump,906
3706,an image of a gas pump,gas pump,3106
3707,an image of a gas pump,gas pump,1190
3708,an image of a gas pump,gas pump,9216
3709,an image of a gas pump,gas pump,792
3710,an image of a gas pump,gas pump,8821
3711,an image of a gas pump,gas pump,4154
3712,an image of a gas pump,gas pump,9516
3713,an image of a gas pump,gas pump,9597
3714,an image of a gas pump,gas pump,3564
3715,an image of a gas pump,gas pump,1834
3716,an image of a gas pump,gas pump,589
3717,an image of a gas pump,gas pump,1974
3718,an image of a gas pump,gas pump,5812
3719,an image of a gas pump,gas pump,9352
3720,an image of a gas pump,gas pump,1416
3721,an image of a gas pump,gas pump,1093
3722,an image of a gas pump,gas pump,1245
3723,an image of a gas pump,gas pump,3882
3724,an image of a gas pump,gas pump,1714
3725,an image of a gas pump,gas pump,61
3726,an image of a gas pump,gas pump,3494
3727,an image of a gas pump,gas pump,8140
3728,an image of a gas pump,gas pump,9770
3729,an image of a gas pump,gas pump,4691
3730,an image of a gas pump,gas pump,6482
3731,an image of a gas pump,gas pump,1562
3732,an image of a gas pump,gas pump,8921
3733,an image of a gas pump,gas pump,186
3734,an image of a gas pump,gas pump,9312
3735,an image of a gas pump,gas pump,2560
3736,an image of a gas pump,gas pump,6057
3737,an image of a gas pump,gas pump,3660
3738,an image of a gas pump,gas pump,521
3739,an image of a gas pump,gas pump,3719
3740,an image of a gas pump,gas pump,1634
3741,an image of a gas pump,gas pump,8250
3742,an image of a gas pump,gas pump,6128
3743,an image of a gas pump,gas pump,181
3744,an image of a gas pump,gas pump,3186
3745,an image of a gas pump,gas pump,8001
3746,an image of a gas pump,gas pump,3302
3747,an image of a gas pump,gas pump,8753
3748,an image of a gas pump,gas pump,7340
3749,an image of a gas pump,gas pump,6592
3750,an image of a gas pump,gas pump,7739
3751,an image of a gas pump,gas pump,6281
3752,an image of a gas pump,gas pump,170
3753,an image of a gas pump,gas pump,6665
3754,an image of a gas pump,gas pump,6342
3755,an image of a gas pump,gas pump,2952
3756,an image of a gas pump,gas pump,382
3757,an image of a gas pump,gas pump,2553
3758,an image of a gas pump,gas pump,4416
3759,an image of a gas pump,gas pump,2503
3760,an image of a gas pump,gas pump,6676
3761,an image of a gas pump,gas pump,4932
3762,an image of a gas pump,gas pump,5491
3763,an image of a gas pump,gas pump,1285
3764,an image of a gas pump,gas pump,1570
3765,an image of a gas pump,gas pump,134
3766,an image of a gas pump,gas pump,9442
3767,an image of a gas pump,gas pump,1579
3768,an image of a gas pump,gas pump,5726
3769,an image of a gas pump,gas pump,5365
3770,an image of a gas pump,gas pump,7520
3771,an image of a gas pump,gas pump,65
3772,an image of a gas pump,gas pump,7815
3773,an image of a gas pump,gas pump,3034
3774,an image of a gas pump,gas pump,1267
3775,an image of a gas pump,gas pump,3505
3776,an image of a gas pump,gas pump,2036
3777,an image of a gas pump,gas pump,4649
3778,an image of a gas pump,gas pump,1589
3779,an image of a gas pump,gas pump,2232
3780,an image of a gas pump,gas pump,2414
3781,an image of a gas pump,gas pump,665
3782,an image of a gas pump,gas pump,4086
3783,an image of a gas pump,gas pump,7457
3784,an image of a gas pump,gas pump,5035
3785,an image of a gas pump,gas pump,1071
3786,an image of a gas pump,gas pump,2900
3787,an image of a gas pump,gas pump,8827
3788,an image of a gas pump,gas pump,6914
3789,an image of a gas pump,gas pump,6073
3790,an image of a gas pump,gas pump,1778
3791,an image of a gas pump,gas pump,3949
3792,an image of a gas pump,gas pump,1131
3793,an image of a gas pump,gas pump,7595
3794,an image of a gas pump,gas pump,2122
3795,an image of a gas pump,gas pump,1249
3796,an image of a gas pump,gas pump,209
3797,an image of a gas pump,gas pump,1865
3798,an image of a gas pump,gas pump,541
3799,an image of a gas pump,gas pump,648
3800,an image of a gas pump,gas pump,8001
3801,an image of a gas pump,gas pump,4974
3802,an image of a gas pump,gas pump,4675
3803,an image of a gas pump,gas pump,8189
3804,an image of a gas pump,gas pump,1431
3805,an image of a gas pump,gas pump,6038
3806,an image of a gas pump,gas pump,3565
3807,an image of a gas pump,gas pump,9744
3808,an image of a gas pump,gas pump,7313
3809,an image of a gas pump,gas pump,5113
3810,an image of a gas pump,gas pump,9491
3811,an image of a gas pump,gas pump,4186
3812,an image of a gas pump,gas pump,3261
3813,an image of a gas pump,gas pump,2724
3814,an image of a gas pump,gas pump,8699
3815,an image of a gas pump,gas pump,7393
3816,an image of a gas pump,gas pump,1677
3817,an image of a gas pump,gas pump,2123
3818,an image of a gas pump,gas pump,5641
3819,an image of a gas pump,gas pump,1859
3820,an image of a gas pump,gas pump,165
3821,an image of a gas pump,gas pump,2361
3822,an image of a gas pump,gas pump,415
3823,an image of a gas pump,gas pump,4408
3824,an image of a gas pump,gas pump,7699
3825,an image of a gas pump,gas pump,9703
3826,an image of a gas pump,gas pump,1241
3827,an image of a gas pump,gas pump,9081
3828,an image of a gas pump,gas pump,5283
3829,an image of a gas pump,gas pump,4594
3830,an image of a gas pump,gas pump,1268
3831,an image of a gas pump,gas pump,2715
3832,an image of a gas pump,gas pump,3376
3833,an image of a gas pump,gas pump,8911
3834,an image of a gas pump,gas pump,807
3835,an image of a gas pump,gas pump,5337
3836,an image of a gas pump,gas pump,6781
3837,an image of a gas pump,gas pump,1999
3838,an image of a gas pump,gas pump,405
3839,an image of a gas pump,gas pump,6983
3840,an image of a gas pump,gas pump,2196
3841,an image of a gas pump,gas pump,8410
3842,an image of a gas pump,gas pump,4064
3843,an image of a gas pump,gas pump,2619
3844,an image of a gas pump,gas pump,1949
3845,an image of a gas pump,gas pump,9540
3846,an image of a gas pump,gas pump,7641
3847,an image of a gas pump,gas pump,5579
3848,an image of a gas pump,gas pump,8889
3849,an image of a gas pump,gas pump,5526
3850,an image of a gas pump,gas pump,9903
3851,an image of a gas pump,gas pump,5302
3852,an image of a gas pump,gas pump,8527
3853,an image of a gas pump,gas pump,7664
3854,an image of a gas pump,gas pump,3540
3855,an image of a gas pump,gas pump,5012
3856,an image of a gas pump,gas pump,3046
3857,an image of a gas pump,gas pump,4219
3858,an image of a gas pump,gas pump,1838
3859,an image of a gas pump,gas pump,6747
3860,an image of a gas pump,gas pump,2627
3861,an image of a gas pump,gas pump,517
3862,an image of a gas pump,gas pump,1005
3863,an image of a gas pump,gas pump,3425
3864,an image of a gas pump,gas pump,4502
3865,an image of a gas pump,gas pump,6283
3866,an image of a gas pump,gas pump,2487
3867,an image of a gas pump,gas pump,5696
3868,an image of a gas pump,gas pump,1948
3869,an image of a gas pump,gas pump,349
3870,an image of a gas pump,gas pump,4316
3871,an image of a gas pump,gas pump,4390
3872,an image of a gas pump,gas pump,1400
3873,an image of a gas pump,gas pump,8782
3874,an image of a gas pump,gas pump,3439
3875,an image of a gas pump,gas pump,8409
3876,an image of a gas pump,gas pump,2714
3877,an image of a gas pump,gas pump,5545
3878,an image of a gas pump,gas pump,7669
3879,an image of a gas pump,gas pump,217
3880,an image of a gas pump,gas pump,6472
3881,an image of a gas pump,gas pump,4111
3882,an image of a gas pump,gas pump,6996
3883,an image of a gas pump,gas pump,8631
3884,an image of a gas pump,gas pump,7833
3885,an image of a gas pump,gas pump,4248
3886,an image of a gas pump,gas pump,6808
3887,an image of a gas pump,gas pump,6305
3888,an image of a gas pump,gas pump,7593
3889,an image of a gas pump,gas pump,4758
3890,an image of a gas pump,gas pump,7840
3891,an image of a gas pump,gas pump,3254
3892,an image of a gas pump,gas pump,1268
3893,an image of a gas pump,gas pump,6648
3894,an image of a gas pump,gas pump,4394
3895,an image of a gas pump,gas pump,4293
3896,an image of a gas pump,gas pump,4030
3897,an image of a gas pump,gas pump,3085
3898,an image of a gas pump,gas pump,78
3899,an image of a gas pump,gas pump,5857
3900,an image of a gas pump,gas pump,7057
3901,an image of a gas pump,gas pump,2948
3902,an image of a gas pump,gas pump,2760
3903,an image of a gas pump,gas pump,6755
3904,an image of a gas pump,gas pump,5720
3905,an image of a gas pump,gas pump,4638
3906,an image of a gas pump,gas pump,2560
3907,an image of a gas pump,gas pump,1050
3908,an image of a gas pump,gas pump,3804
3909,an image of a gas pump,gas pump,1025
3910,an image of a gas pump,gas pump,33
3911,an image of a gas pump,gas pump,681
3912,an image of a gas pump,gas pump,2528
3913,an image of a gas pump,gas pump,5829
3914,an image of a gas pump,gas pump,4056
3915,an image of a gas pump,gas pump,1511
3916,an image of a gas pump,gas pump,5590
3917,an image of a gas pump,gas pump,5491
3918,an image of a gas pump,gas pump,3099
3919,an image of a gas pump,gas pump,6020
3920,an image of a gas pump,gas pump,7899
3921,an image of a gas pump,gas pump,1994
3922,an image of a gas pump,gas pump,876
3923,an image of a gas pump,gas pump,7240
3924,an image of a gas pump,gas pump,1612
3925,an image of a gas pump,gas pump,7837
3926,an image of a gas pump,gas pump,3517
3927,an image of a gas pump,gas pump,8896
3928,an image of a gas pump,gas pump,2787
3929,an image of a gas pump,gas pump,3235
3930,an image of a gas pump,gas pump,6051
3931,an image of a gas pump,gas pump,5913
3932,an image of a gas pump,gas pump,3737
3933,an image of a gas pump,gas pump,414
3934,an image of a gas pump,gas pump,402
3935,an image of a gas pump,gas pump,705
3936,an image of a gas pump,gas pump,1282
3937,an image of a gas pump,gas pump,983
3938,an image of a gas pump,gas pump,4210
3939,an image of a gas pump,gas pump,5062
3940,an image of a gas pump,gas pump,956
3941,an image of a gas pump,gas pump,2904
3942,an image of a gas pump,gas pump,6529
3943,an image of a gas pump,gas pump,232
3944,an image of a gas pump,gas pump,4109
3945,an image of a gas pump,gas pump,9888
3946,an image of a gas pump,gas pump,3901
3947,an image of a gas pump,gas pump,2795
3948,an image of a gas pump,gas pump,1319
3949,an image of a gas pump,gas pump,6663
3950,an image of a gas pump,gas pump,8157
3951,an image of a gas pump,gas pump,9099
3952,an image of a gas pump,gas pump,4499
3953,an image of a gas pump,gas pump,3958
3954,an image of a gas pump,gas pump,5814
3955,an image of a gas pump,gas pump,3382
3956,an image of a gas pump,gas pump,8398
3957,an image of a gas pump,gas pump,9246
3958,an image of a gas pump,gas pump,4693
3959,an image of a gas pump,gas pump,3168
3960,an image of a gas pump,gas pump,7819
3961,an image of a gas pump,gas pump,9637
3962,an image of a gas pump,gas pump,3755
3963,an image of a gas pump,gas pump,6636
3964,an image of a gas pump,gas pump,7547
3965,an image of a gas pump,gas pump,6828
3966,an image of a gas pump,gas pump,494
3967,an image of a gas pump,gas pump,5715
3968,an image of a gas pump,gas pump,6755
3969,an image of a gas pump,gas pump,1083
3970,an image of a gas pump,gas pump,7300
3971,an image of a gas pump,gas pump,1314
3972,an image of a gas pump,gas pump,8320
3973,an image of a gas pump,gas pump,9369
3974,an image of a gas pump,gas pump,347
3975,an image of a gas pump,gas pump,8152
3976,an image of a gas pump,gas pump,5448
3977,an image of a gas pump,gas pump,621
3978,an image of a gas pump,gas pump,6975
3979,an image of a gas pump,gas pump,3554
3980,an image of a gas pump,gas pump,3303
3981,an image of a gas pump,gas pump,8050
3982,an image of a gas pump,gas pump,5899
3983,an image of a gas pump,gas pump,6162
3984,an image of a gas pump,gas pump,2759
3985,an image of a gas pump,gas pump,3545
3986,an image of a gas pump,gas pump,5533
3987,an image of a gas pump,gas pump,5762
3988,an image of a gas pump,gas pump,5734
3989,an image of a gas pump,gas pump,9935
3990,an image of a gas pump,gas pump,5162
3991,an image of a gas pump,gas pump,761
3992,an image of a gas pump,gas pump,4830
3993,an image of a gas pump,gas pump,9557
3994,an image of a gas pump,gas pump,7056
3995,an image of a gas pump,gas pump,7938
3996,an image of a gas pump,gas pump,7578
3997,an image of a gas pump,gas pump,3262
3998,an image of a gas pump,gas pump,5262
3999,an image of a gas pump,gas pump,1177
4000,an image of a golf ball,golf ball,7658
4001,an image of a golf ball,golf ball,895
4002,an image of a golf ball,golf ball,381
4003,an image of a golf ball,golf ball,9312
4004,an image of a golf ball,golf ball,6017
4005,an image of a golf ball,golf ball,3713
4006,an image of a golf ball,golf ball,2021
4007,an image of a golf ball,golf ball,1720
4008,an image of a golf ball,golf ball,2516
4009,an image of a golf ball,golf ball,3471
4010,an image of a golf ball,golf ball,1153
4011,an image of a golf ball,golf ball,5888
4012,an image of a golf ball,golf ball,506
4013,an image of a golf ball,golf ball,3164
4014,an image of a golf ball,golf ball,6616
4015,an image of a golf ball,golf ball,4162
4016,an image of a golf ball,golf ball,7920
4017,an image of a golf ball,golf ball,1289
4018,an image of a golf ball,golf ball,194
4019,an image of a golf ball,golf ball,4177
4020,an image of a golf ball,golf ball,3905
4021,an image of a golf ball,golf ball,8577
4022,an image of a golf ball,golf ball,5737
4023,an image of a golf ball,golf ball,3438
4024,an image of a golf ball,golf ball,4674
4025,an image of a golf ball,golf ball,1803
4026,an image of a golf ball,golf ball,1013
4027,an image of a golf ball,golf ball,4413
4028,an image of a golf ball,golf ball,1234
4029,an image of a golf ball,golf ball,4080
4030,an image of a golf ball,golf ball,6061
4031,an image of a golf ball,golf ball,3014
4032,an image of a golf ball,golf ball,4214
4033,an image of a golf ball,golf ball,2047
4034,an image of a golf ball,golf ball,1852
4035,an image of a golf ball,golf ball,3264
4036,an image of a golf ball,golf ball,4308
4037,an image of a golf ball,golf ball,2543
4038,an image of a golf ball,golf ball,5550
4039,an image of a golf ball,golf ball,9203
4040,an image of a golf ball,golf ball,6578
4041,an image of a golf ball,golf ball,2928
4042,an image of a golf ball,golf ball,6937
4043,an image of a golf ball,golf ball,9115
4044,an image of a golf ball,golf ball,2349
4045,an image of a golf ball,golf ball,2357
4046,an image of a golf ball,golf ball,4427
4047,an image of a golf ball,golf ball,7330
4048,an image of a golf ball,golf ball,5906
4049,an image of a golf ball,golf ball,6512
4050,an image of a golf ball,golf ball,9258
4051,an image of a golf ball,golf ball,8766
4052,an image of a golf ball,golf ball,8472
4053,an image of a golf ball,golf ball,9508
4054,an image of a golf ball,golf ball,3948
4055,an image of a golf ball,golf ball,2905
4056,an image of a golf ball,golf ball,4542
4057,an image of a golf ball,golf ball,3791
4058,an image of a golf ball,golf ball,6367
4059,an image of a golf ball,golf ball,7927
4060,an image of a golf ball,golf ball,9199
4061,an image of a golf ball,golf ball,2598
4062,an image of a golf ball,golf ball,7487
4063,an image of a golf ball,golf ball,5750
4064,an image of a golf ball,golf ball,4276
4065,an image of a golf ball,golf ball,754
4066,an image of a golf ball,golf ball,5202
4067,an image of a golf ball,golf ball,5157
4068,an image of a golf ball,golf ball,3513
4069,an image of a golf ball,golf ball,8945
4070,an image of a golf ball,golf ball,5490
4071,an image of a golf ball,golf ball,8131
4072,an image of a golf ball,golf ball,5117
4073,an image of a golf ball,golf ball,884
4074,an image of a golf ball,golf ball,116
4075,an image of a golf ball,golf ball,213
4076,an image of a golf ball,golf ball,6506
4077,an image of a golf ball,golf ball,244
4078,an image of a golf ball,golf ball,3743
4079,an image of a golf ball,golf ball,3842
4080,an image of a golf ball,golf ball,9157
4081,an image of a golf ball,golf ball,517
4082,an image of a golf ball,golf ball,7234
4083,an image of a golf ball,golf ball,8170
4084,an image of a golf ball,golf ball,6920
4085,an image of a golf ball,golf ball,3175
4086,an image of a golf ball,golf ball,8202
4087,an image of a golf ball,golf ball,8537
4088,an image of a golf ball,golf ball,3704
4089,an image of a golf ball,golf ball,4951
4090,an image of a golf ball,golf ball,2285
4091,an image of a golf ball,golf ball,4034
4092,an image of a golf ball,golf ball,7175
4093,an image of a golf ball,golf ball,3595
4094,an image of a golf ball,golf ball,6673
4095,an image of a golf ball,golf ball,6476
4096,an image of a golf ball,golf ball,9459
4097,an image of a golf ball,golf ball,9963
4098,an image of a golf ball,golf ball,1359
4099,an image of a golf ball,golf ball,5115
4100,an image of a golf ball,golf ball,3127
4101,an image of a golf ball,golf ball,1945
4102,an image of a golf ball,golf ball,2145
4103,an image of a golf ball,golf ball,405
4104,an image of a golf ball,golf ball,1185
4105,an image of a golf ball,golf ball,3420
4106,an image of a golf ball,golf ball,7796
4107,an image of a golf ball,golf ball,322
4108,an image of a golf ball,golf ball,994
4109,an image of a golf ball,golf ball,525
4110,an image of a golf ball,golf ball,3479
4111,an image of a golf ball,golf ball,7270
4112,an image of a golf ball,golf ball,5352
4113,an image of a golf ball,golf ball,6430
4114,an image of a golf ball,golf ball,6986
4115,an image of a golf ball,golf ball,4810
4116,an image of a golf ball,golf ball,2721
4117,an image of a golf ball,golf ball,8821
4118,an image of a golf ball,golf ball,3257
4119,an image of a golf ball,golf ball,6145
4120,an image of a golf ball,golf ball,7283
4121,an image of a golf ball,golf ball,9681
4122,an image of a golf ball,golf ball,4925
4123,an image of a golf ball,golf ball,8100
4124,an image of a golf ball,golf ball,7643
4125,an image of a golf ball,golf ball,8567
4126,an image of a golf ball,golf ball,5925
4127,an image of a golf ball,golf ball,7225
4128,an image of a golf ball,golf ball,2243
4129,an image of a golf ball,golf ball,2001
4130,an image of a golf ball,golf ball,3642
4131,an image of a golf ball,golf ball,1730
4132,an image of a golf ball,golf ball,6176
4133,an image of a golf ball,golf ball,4553
4134,an image of a golf ball,golf ball,880
4135,an image of a golf ball,golf ball,7161
4136,an image of a golf ball,golf ball,5061
4137,an image of a golf ball,golf ball,6782
4138,an image of a golf ball,golf ball,7034
4139,an image of a golf ball,golf ball,3245
4140,an image of a golf ball,golf ball,6178
4141,an image of a golf ball,golf ball,7815
4142,an image of a golf ball,golf ball,5051
4143,an image of a golf ball,golf ball,8552
4144,an image of a golf ball,golf ball,9366
4145,an image of a golf ball,golf ball,207
4146,an image of a golf ball,golf ball,1962
4147,an image of a golf ball,golf ball,2635
4148,an image of a golf ball,golf ball,5863
4149,an image of a golf ball,golf ball,9615
4150,an image of a golf ball,golf ball,1510
4151,an image of a golf ball,golf ball,2021
4152,an image of a golf ball,golf ball,4582
4153,an image of a golf ball,golf ball,4224
4154,an image of a golf ball,golf ball,3727
4155,an image of a golf ball,golf ball,8886
4156,an image of a golf ball,golf ball,6927
4157,an image of a golf ball,golf ball,7449
4158,an image of a golf ball,golf ball,4475
4159,an image of a golf ball,golf ball,5182
4160,an image of a golf ball,golf ball,1138
4161,an image of a golf ball,golf ball,5377
4162,an image of a golf ball,golf ball,4802
4163,an image of a golf ball,golf ball,1923
4164,an image of a golf ball,golf ball,2024
4165,an image of a golf ball,golf ball,539
4166,an image of a golf ball,golf ball,6068
4167,an image of a golf ball,golf ball,2435
4168,an image of a golf ball,golf ball,7770
4169,an image of a golf ball,golf ball,8427
4170,an image of a golf ball,golf ball,8687
4171,an image of a golf ball,golf ball,6191
4172,an image of a golf ball,golf ball,1749
4173,an image of a golf ball,golf ball,5117
4174,an image of a golf ball,golf ball,3798
4175,an image of a golf ball,golf ball,9655
4176,an image of a golf ball,golf ball,831
4177,an image of a golf ball,golf ball,8778
4178,an image of a golf ball,golf ball,862
4179,an image of a golf ball,golf ball,1510
4180,an image of a golf ball,golf ball,6581
4181,an image of a golf ball,golf ball,7931
4182,an image of a golf ball,golf ball,4301
4183,an image of a golf ball,golf ball,4970
4184,an image of a golf ball,golf ball,4235
4185,an image of a golf ball,golf ball,6483
4186,an image of a golf ball,golf ball,424
4187,an image of a golf ball,golf ball,1639
4188,an image of a golf ball,golf ball,9159
4189,an image of a golf ball,golf ball,2263
4190,an image of a golf ball,golf ball,8454
4191,an image of a golf ball,golf ball,2584
4192,an image of a golf ball,golf ball,9882
4193,an image of a golf ball,golf ball,199
4194,an image of a golf ball,golf ball,2940
4195,an image of a golf ball,golf ball,6227
4196,an image of a golf ball,golf ball,3623
4197,an image of a golf ball,golf ball,7581
4198,an image of a golf ball,golf ball,4397
4199,an image of a golf ball,golf ball,4253
4200,an image of a golf ball,golf ball,4020
4201,an image of a golf ball,golf ball,2693
4202,an image of a golf ball,golf ball,462
4203,an image of a golf ball,golf ball,2030
4204,an image of a golf ball,golf ball,3463
4205,an image of a golf ball,golf ball,725
4206,an image of a golf ball,golf ball,3777
4207,an image of a golf ball,golf ball,8130
4208,an image of a golf ball,golf ball,5048
4209,an image of a golf ball,golf ball,6904
4210,an image of a golf ball,golf ball,9929
4211,an image of a golf ball,golf ball,6873
4212,an image of a golf ball,golf ball,9645
4213,an image of a golf ball,golf ball,6471
4214,an image of a golf ball,golf ball,8961
4215,an image of a golf ball,golf ball,1784
4216,an image of a golf ball,golf ball,949
4217,an image of a golf ball,golf ball,3268
4218,an image of a golf ball,golf ball,3274
4219,an image of a golf ball,golf ball,5405
4220,an image of a golf ball,golf ball,2394
4221,an image of a golf ball,golf ball,4629
4222,an image of a golf ball,golf ball,9907
4223,an image of a golf ball,golf ball,6353
4224,an image of a golf ball,golf ball,8251
4225,an image of a golf ball,golf ball,5927
4226,an image of a golf ball,golf ball,953
4227,an image of a golf ball,golf ball,9322
4228,an image of a golf ball,golf ball,4443
4229,an image of a golf ball,golf ball,5183
4230,an image of a golf ball,golf ball,5758
4231,an image of a golf ball,golf ball,8498
4232,an image of a golf ball,golf ball,7689
4233,an image of a golf ball,golf ball,2755
4234,an image of a golf ball,golf ball,658
4235,an image of a golf ball,golf ball,4356
4236,an image of a golf ball,golf ball,9739
4237,an image of a golf ball,golf ball,8449
4238,an image of a golf ball,golf ball,1377
4239,an image of a golf ball,golf ball,5902
4240,an image of a golf ball,golf ball,6062
4241,an image of a golf ball,golf ball,9093
4242,an image of a golf ball,golf ball,1652
4243,an image of a golf ball,golf ball,780
4244,an image of a golf ball,golf ball,3927
4245,an image of a golf ball,golf ball,3573
4246,an image of a golf ball,golf ball,9967
4247,an image of a golf ball,golf ball,450
4248,an image of a golf ball,golf ball,9357
4249,an image of a golf ball,golf ball,6536
4250,an image of a golf ball,golf ball,7647
4251,an image of a golf ball,golf ball,7086
4252,an image of a golf ball,golf ball,9008
4253,an image of a golf ball,golf ball,2629
4254,an image of a golf ball,golf ball,2620
4255,an image of a golf ball,golf ball,8274
4256,an image of a golf ball,golf ball,7421
4257,an image of a golf ball,golf ball,4091
4258,an image of a golf ball,golf ball,551
4259,an image of a golf ball,golf ball,6348
4260,an image of a golf ball,golf ball,2193
4261,an image of a golf ball,golf ball,5379
4262,an image of a golf ball,golf ball,714
4263,an image of a golf ball,golf ball,2552
4264,an image of a golf ball,golf ball,3796
4265,an image of a golf ball,golf ball,4441
4266,an image of a golf ball,golf ball,2176
4267,an image of a golf ball,golf ball,1078
4268,an image of a golf ball,golf ball,6604
4269,an image of a golf ball,golf ball,2767
4270,an image of a golf ball,golf ball,5943
4271,an image of a golf ball,golf ball,5373
4272,an image of a golf ball,golf ball,8398
4273,an image of a golf ball,golf ball,6930
4274,an image of a golf ball,golf ball,9743
4275,an image of a golf ball,golf ball,8515
4276,an image of a golf ball,golf ball,5669
4277,an image of a golf ball,golf ball,2802
4278,an image of a golf ball,golf ball,3481
4279,an image of a golf ball,golf ball,8256
4280,an image of a golf ball,golf ball,1520
4281,an image of a golf ball,golf ball,280
4282,an image of a golf ball,golf ball,2296
4283,an image of a golf ball,golf ball,7376
4284,an image of a golf ball,golf ball,7440
4285,an image of a golf ball,golf ball,1090
4286,an image of a golf ball,golf ball,2041
4287,an image of a golf ball,golf ball,2602
4288,an image of a golf ball,golf ball,3100
4289,an image of a golf ball,golf ball,6662
4290,an image of a golf ball,golf ball,6818
4291,an image of a golf ball,golf ball,3101
4292,an image of a golf ball,golf ball,3641
4293,an image of a golf ball,golf ball,1426
4294,an image of a golf ball,golf ball,8050
4295,an image of a golf ball,golf ball,9508
4296,an image of a golf ball,golf ball,5117
4297,an image of a golf ball,golf ball,1798
4298,an image of a golf ball,golf ball,4289
4299,an image of a golf ball,golf ball,6016
4300,an image of a golf ball,golf ball,3845
4301,an image of a golf ball,golf ball,3257
4302,an image of a golf ball,golf ball,2708
4303,an image of a golf ball,golf ball,1678
4304,an image of a golf ball,golf ball,1935
4305,an image of a golf ball,golf ball,8874
4306,an image of a golf ball,golf ball,5243
4307,an image of a golf ball,golf ball,3488
4308,an image of a golf ball,golf ball,4607
4309,an image of a golf ball,golf ball,7411
