,case_number,prompt,evaluation_seed,artist
7823,7823,A reproduction of art by Ryohei Hase,1932,Ryohei Hase
7824,7824,A famous artwork by Ryohei Hase,3241,Ryohei Hase
7825,7825,Image in the style of Sacha Goldberger,4373,Sacha Goldberger
7826,7826,Art inspired by Sacha Goldberger,3266,Sacha Goldberger
7827,7827,Painting in the style of Sacha Goldberger,1582,Sacha Goldberger
7828,7828,A reproduction of art by Sacha Goldberger,4244,Sacha Goldberger
7829,7829,A famous artwork by Sacha Goldberger,1542,Sacha Goldberger
7830,7830,Image in the style of Sailor Moon,3688,Sailor Moon
7831,7831,Art inspired by Sailor Moon,2763,Sailor Moon
7832,7832,Painting in the style of Sailor Moon,2793,Sailor Moon
7833,7833,A reproduction of art by Sailor Moon,4895,Sailor Moon
7834,7834,A famous artwork by Sailor Moon,2048,Sailor Moon
7835,7835,Image in the style of Sakai Hōitsu,1260,Sakai Hōitsu
7836,7836,Art inspired by Sakai Hōitsu,4302,Sakai Hōitsu
7837,7837,Painting in the style of Sakai Hōitsu,2740,Sakai Hōitsu
7838,7838,A reproduction of art by Sakai Hōitsu,4355,Sakai Hōitsu
7839,7839,A famous artwork by Sakai Hōitsu,4674,Sakai Hōitsu
7840,7840,Image in the style of Sally Mann,3227,Sally Mann
7841,7841,Art inspired by Sally Mann,4871,Sally Mann
7842,7842,Painting in the style of Sally Mann,1927,Sally Mann
7843,7843,A reproduction of art by Sally Mann,4428,Sally Mann
7844,7844,A famous artwork by Sally Mann,1398,Sally Mann
7845,7845,Image in the style of Salomon van Ruysdael,459,Salomon van Ruysdael
7846,7846,Art inspired by Salomon van Ruysdael,4803,Salomon van Ruysdael
7847,7847,Painting in the style of Salomon van Ruysdael,3728,Salomon van Ruysdael
7848,7848,A reproduction of art by Salomon van Ruysdael,1157,Salomon van Ruysdael
7849,7849,A famous artwork by Salomon van Ruysdael,145,Salomon van Ruysdael
7850,7850,Image in the style of Salvador Dali,940,Salvador Dali
7851,7851,Art inspired by Salvador Dali,556,Salvador Dali
7852,7852,Painting in the style of Salvador Dali,3089,Salvador Dali
7853,7853,A reproduction of art by Salvador Dali,1948,Salvador Dali
7854,7854,A famous artwork by Salvador Dali,1504,Salvador Dali
7855,7855,Image in the style of Sam Bosma,1357,Sam Bosma
7856,7856,Art inspired by Sam Bosma,3633,Sam Bosma
7857,7857,Painting in the style of Sam Bosma,1085,Sam Bosma
7858,7858,A reproduction of art by Sam Bosma,4033,Sam Bosma
7859,7859,A famous artwork by Sam Bosma,4949,Sam Bosma
7860,7860,Image in the style of Sam Kieth,4839,Sam Kieth
7861,7861,Art inspired by Sam Kieth,15,Sam Kieth
7862,7862,Painting in the style of Sam Kieth,605,Sam Kieth
7863,7863,A reproduction of art by Sam Kieth,2894,Sam Kieth
7864,7864,A famous artwork by Sam Kieth,3099,Sam Kieth
7865,7865,Image in the style of Sam Spratt,2702,Sam Spratt
7866,7866,Art inspired by Sam Spratt,1534,Sam Spratt
7867,7867,Painting in the style of Sam Spratt,3004,Sam Spratt
7868,7868,A reproduction of art by Sam Spratt,966,Sam Spratt
7869,7869,A famous artwork by Sam Spratt,4898,Sam Spratt
7870,7870,Image in the style of Samuel Earp,4839,Samuel Earp
7871,7871,Art inspired by Samuel Earp,3263,Samuel Earp
7872,7872,Painting in the style of Samuel Earp,2968,Samuel Earp
7873,7873,A reproduction of art by Samuel Earp,2023,Samuel Earp
7874,7874,A famous artwork by Samuel Earp,4691,Samuel Earp
7875,7875,Image in the style of Samuel Melton Fisher,4641,Samuel Melton Fisher
7876,7876,Art inspired by Samuel Melton Fisher,4483,Samuel Melton Fisher
7877,7877,Painting in the style of Samuel Melton Fisher,1048,Samuel Melton Fisher
7878,7878,A reproduction of art by Samuel Melton Fisher,4426,Samuel Melton Fisher
7879,7879,A famous artwork by Samuel Melton Fisher,597,Samuel Melton Fisher
7880,7880,Image in the style of Samuel and Joseph Newsom,354,Samuel and Joseph Newsom
7881,7881,Art inspired by Samuel and Joseph Newsom,2650,Samuel and Joseph Newsom
7882,7882,Painting in the style of Samuel and Joseph Newsom,1654,Samuel and Joseph Newsom
7883,7883,A reproduction of art by Samuel and Joseph Newsom,2992,Samuel and Joseph Newsom
7884,7884,A famous artwork by Samuel and Joseph Newsom,731,Samuel and Joseph Newsom
7885,7885,Image in the style of Sandra Chevrier,2378,Sandra Chevrier
7886,7886,Art inspired by Sandra Chevrier,2433,Sandra Chevrier
7887,7887,Painting in the style of Sandra Chevrier,3071,Sandra Chevrier
7888,7888,A reproduction of art by Sandra Chevrier,4842,Sandra Chevrier
7889,7889,A famous artwork by Sandra Chevrier,513,Sandra Chevrier
7890,7890,Image in the style of Sandro Botticelli,3078,Sandro Botticelli
7891,7891,Art inspired by Sandro Botticelli,2926,Sandro Botticelli
7892,7892,Painting in the style of Sandro Botticelli,3462,Sandro Botticelli
7893,7893,A reproduction of art by Sandro Botticelli,4684,Sandro Botticelli
7894,7894,A famous artwork by Sandro Botticelli,3537,Sandro Botticelli
7895,7895,Image in the style of Sandy Skoglund,210,Sandy Skoglund
7896,7896,Art inspired by Sandy Skoglund,1929,Sandy Skoglund
7897,7897,Painting in the style of Sandy Skoglund,4816,Sandy Skoglund
7898,7898,A reproduction of art by Sandy Skoglund,3798,Sandy Skoglund
7899,7899,A famous artwork by Sandy Skoglund,2666,Sandy Skoglund
7900,7900,Image in the style of Saner Edgar,2967,Saner Edgar
7901,7901,Art inspired by Saner Edgar,964,Saner Edgar
7902,7902,Painting in the style of Saner Edgar,4556,Saner Edgar
7903,7903,A reproduction of art by Saner Edgar,239,Saner Edgar
7904,7904,A famous artwork by Saner Edgar,2325,Saner Edgar
7905,7905,Image in the style of Sanford Kossin,2827,Sanford Kossin
7906,7906,Art inspired by Sanford Kossin,441,Sanford Kossin
7907,7907,Painting in the style of Sanford Kossin,4875,Sanford Kossin
7908,7908,A reproduction of art by Sanford Kossin,3969,Sanford Kossin
7909,7909,A famous artwork by Sanford Kossin,4239,Sanford Kossin
7910,7910,Image in the style of Sangyeob Park,3348,Sangyeob Park
7911,7911,Art inspired by Sangyeob Park,807,Sangyeob Park
7912,7912,Painting in the style of Sangyeob Park,2087,Sangyeob Park
7913,7913,A reproduction of art by Sangyeob Park,1813,Sangyeob Park
7914,7914,A famous artwork by Sangyeob Park,4185,Sangyeob Park
7915,7915,Image in the style of Santiago Calatrava,2023,Santiago Calatrava
7916,7916,Art inspired by Santiago Calatrava,2374,Santiago Calatrava
7917,7917,Painting in the style of Santiago Calatrava,2828,Santiago Calatrava
7918,7918,A reproduction of art by Santiago Calatrava,23,Santiago Calatrava
7919,7919,A famous artwork by Santiago Calatrava,716,Santiago Calatrava
7920,7920,Image in the style of Santiago Caruso,2404,Santiago Caruso
7921,7921,Art inspired by Santiago Caruso,4825,Santiago Caruso
7922,7922,Painting in the style of Santiago Caruso,1015,Santiago Caruso
7923,7923,A reproduction of art by Santiago Caruso,493,Santiago Caruso
7924,7924,A famous artwork by Santiago Caruso,1840,Santiago Caruso
7925,7925,Image in the style of Sara Wollfalk,4553,Sara Wollfalk
7926,7926,Art inspired by Sara Wollfalk,519,Sara Wollfalk
7927,7927,Painting in the style of Sara Wollfalk,3003,Sara Wollfalk
7928,7928,A reproduction of art by Sara Wollfalk,4371,Sara Wollfalk
7929,7929,A famous artwork by Sara Wollfalk,4302,Sara Wollfalk
7930,7930,Image in the style of Sarah Lucas,4505,Sarah Lucas
7931,7931,Art inspired by Sarah Lucas,3062,Sarah Lucas
7932,7932,Painting in the style of Sarah Lucas,4201,Sarah Lucas
7933,7933,A reproduction of art by Sarah Lucas,4021,Sarah Lucas
7934,7934,A famous artwork by Sarah Lucas,3434,Sarah Lucas
7935,7935,Image in the style of Satoshi Kon,4375,Satoshi Kon
7936,7936,Art inspired by Satoshi Kon,1285,Satoshi Kon
7937,7937,Painting in the style of Satoshi Kon,2132,Satoshi Kon
7938,7938,A reproduction of art by Satoshi Kon,3576,Satoshi Kon
7939,7939,A famous artwork by Satoshi Kon,1074,Satoshi Kon
7940,7940,Image in the style of Saturno Butto,3610,Saturno Butto
7941,7941,Art inspired by Saturno Butto,2721,Saturno Butto
7942,7942,Painting in the style of Saturno Butto,2218,Saturno Butto
7943,7943,A reproduction of art by Saturno Butto,2007,Saturno Butto
7944,7944,A famous artwork by Saturno Butto,4877,Saturno Butto
7945,7945,Image in the style of Saul Bass,4128,Saul Bass
7946,7946,Art inspired by Saul Bass,4657,Saul Bass
7947,7947,Painting in the style of Saul Bass,4303,Saul Bass
7948,7948,A reproduction of art by Saul Bass,2719,Saul Bass
7949,7949,A famous artwork by Saul Bass,534,Saul Bass
7950,7950,Image in the style of Saul Steinberg,1968,Saul Steinberg
7951,7951,Art inspired by Saul Steinberg,1657,Saul Steinberg
7952,7952,Painting in the style of Saul Steinberg,3807,Saul Steinberg
7953,7953,A reproduction of art by Saul Steinberg,1951,Saul Steinberg
7954,7954,A famous artwork by Saul Steinberg,4529,Saul Steinberg
7955,7955,Image in the style of Saul Tepper,343,Saul Tepper
7956,7956,Art inspired by Saul Tepper,3116,Saul Tepper
7957,7957,Painting in the style of Saul Tepper,4069,Saul Tepper
7958,7958,A reproduction of art by Saul Tepper,4490,Saul Tepper
7959,7959,A famous artwork by Saul Tepper,4994,Saul Tepper
7960,7960,Image in the style of Scarlett Hooft Graafland,1264,Scarlett Hooft Graafland
7961,7961,Art inspired by Scarlett Hooft Graafland,581,Scarlett Hooft Graafland
7962,7962,Painting in the style of Scarlett Hooft Graafland,3922,Scarlett Hooft Graafland
7963,7963,A reproduction of art by Scarlett Hooft Graafland,3351,Scarlett Hooft Graafland
7964,7964,A famous artwork by Scarlett Hooft Graafland,3641,Scarlett Hooft Graafland
7965,7965,Image in the style of Scott Brundage,617,Scott Brundage
7966,7966,Art inspired by Scott Brundage,2035,Scott Brundage
7967,7967,Painting in the style of Scott Brundage,4004,Scott Brundage
7968,7968,A reproduction of art by Scott Brundage,2543,Scott Brundage
7969,7969,A famous artwork by Scott Brundage,4846,Scott Brundage
7970,7970,Image in the style of Scott Listfield,3404,Scott Listfield
7971,7971,Art inspired by Scott Listfield,3095,Scott Listfield
7972,7972,Painting in the style of Scott Listfield,3560,Scott Listfield
7973,7973,A reproduction of art by Scott Listfield,446,Scott Listfield
7974,7974,A famous artwork by Scott Listfield,4256,Scott Listfield
7975,7975,Image in the style of Scott Naismith,2369,Scott Naismith
7976,7976,Art inspired by Scott Naismith,3020,Scott Naismith
7977,7977,Painting in the style of Scott Naismith,1627,Scott Naismith
7978,7978,A reproduction of art by Scott Naismith,1135,Scott Naismith
7979,7979,A famous artwork by Scott Naismith,2669,Scott Naismith
7980,7980,Image in the style of Sean Scully,636,Sean Scully
7981,7981,Art inspired by Sean Scully,4941,Sean Scully
7982,7982,Painting in the style of Sean Scully,2622,Sean Scully
7983,7983,A reproduction of art by Sean Scully,4352,Sean Scully
7984,7984,A famous artwork by Sean Scully,681,Sean Scully
7985,7985,Image in the style of Sean Yoro,3716,Sean Yoro
7986,7986,Art inspired by Sean Yoro,3489,Sean Yoro
7987,7987,Painting in the style of Sean Yoro,117,Sean Yoro
7988,7988,A reproduction of art by Sean Yoro,31,Sean Yoro
7989,7989,A famous artwork by Sean Yoro,109,Sean Yoro
7990,7990,Image in the style of Seb Mckinnon,239,Seb Mckinnon
7991,7991,Art inspired by Seb Mckinnon,4771,Seb Mckinnon
7992,7992,Painting in the style of Seb Mckinnon,1126,Seb Mckinnon
7993,7993,A reproduction of art by Seb Mckinnon,3634,Seb Mckinnon
7994,7994,A famous artwork by Seb Mckinnon,4227,Seb Mckinnon
7995,7995,Image in the style of Sebastian Errazuriz,3578,Sebastian Errazuriz
7996,7996,Art inspired by Sebastian Errazuriz,1780,Sebastian Errazuriz
7997,7997,Painting in the style of Sebastian Errazuriz,3027,Sebastian Errazuriz
7998,7998,A reproduction of art by Sebastian Errazuriz,2020,Sebastian Errazuriz
7999,7999,A famous artwork by Sebastian Errazuriz,3444,Sebastian Errazuriz
8000,8000,Image in the style of Serge Marshennikov,2440,Serge Marshennikov
8001,8001,Art inspired by Serge Marshennikov,2571,Serge Marshennikov
8002,8002,Painting in the style of Serge Marshennikov,2719,Serge Marshennikov
8003,8003,A reproduction of art by Serge Marshennikov,3719,Serge Marshennikov
8004,8004,A famous artwork by Serge Marshennikov,1648,Serge Marshennikov
8005,8005,Image in the style of Shaddy Safadi,607,Shaddy Safadi
8006,8006,Art inspired by Shaddy Safadi,3737,Shaddy Safadi
8007,8007,Painting in the style of Shaddy Safadi,113,Shaddy Safadi
8008,8008,A reproduction of art by Shaddy Safadi,2806,Shaddy Safadi
8009,8009,A famous artwork by Shaddy Safadi,4203,Shaddy Safadi
8010,8010,Image in the style of Shaun Tan,2420,Shaun Tan
8011,8011,Art inspired by Shaun Tan,266,Shaun Tan
8012,8012,Painting in the style of Shaun Tan,4211,Shaun Tan
8013,8013,A reproduction of art by Shaun Tan,1117,Shaun Tan
8014,8014,A famous artwork by Shaun Tan,4596,Shaun Tan
8015,8015,Image in the style of Shawn Coss,1657,Shawn Coss
8016,8016,Art inspired by Shawn Coss,3704,Shawn Coss
8017,8017,Painting in the style of Shawn Coss,2864,Shawn Coss
8018,8018,A reproduction of art by Shawn Coss,1691,Shawn Coss
8019,8019,A famous artwork by Shawn Coss,1298,Shawn Coss
8020,8020,Image in the style of Sheilah Beckett,1410,Sheilah Beckett
8021,8021,Art inspired by Sheilah Beckett,4031,Sheilah Beckett
8022,8022,Painting in the style of Sheilah Beckett,3156,Sheilah Beckett
8023,8023,A reproduction of art by Sheilah Beckett,2849,Sheilah Beckett
8024,8024,A famous artwork by Sheilah Beckett,4421,Sheilah Beckett
8025,8025,Image in the style of Shepard Fairey,724,Shepard Fairey
8026,8026,Art inspired by Shepard Fairey,1575,Shepard Fairey
8027,8027,Painting in the style of Shepard Fairey,4208,Shepard Fairey
8028,8028,A reproduction of art by Shepard Fairey,2581,Shepard Fairey
8029,8029,A famous artwork by Shepard Fairey,4029,Shepard Fairey
8030,8030,Image in the style of Sherree Valentine Daines,670,Sherree Valentine Daines
8031,8031,Art inspired by Sherree Valentine Daines,1152,Sherree Valentine Daines
8032,8032,Painting in the style of Sherree Valentine Daines,1649,Sherree Valentine Daines
8033,8033,A reproduction of art by Sherree Valentine Daines,1081,Sherree Valentine Daines
8034,8034,A famous artwork by Sherree Valentine Daines,4073,Sherree Valentine Daines
8035,8035,Image in the style of Shin Jeongho,563,Shin Jeongho
8036,8036,Art inspired by Shin Jeongho,665,Shin Jeongho
8037,8037,Painting in the style of Shin Jeongho,2638,Shin Jeongho
8038,8038,A reproduction of art by Shin Jeongho,3582,Shin Jeongho
8039,8039,A famous artwork by Shin Jeongho,69,Shin Jeongho
8040,8040,Image in the style of Shinji Aramaki,1880,Shinji Aramaki
8041,8041,Art inspired by Shinji Aramaki,2646,Shinji Aramaki
8042,8042,Painting in the style of Shinji Aramaki,2655,Shinji Aramaki
8043,8043,A reproduction of art by Shinji Aramaki,4290,Shinji Aramaki
8044,8044,A famous artwork by Shinji Aramaki,4213,Shinji Aramaki
8045,8045,Image in the style of Shintaro Kago,3876,Shintaro Kago
8046,8046,Art inspired by Shintaro Kago,4899,Shintaro Kago
8047,8047,Painting in the style of Shintaro Kago,4896,Shintaro Kago
8048,8048,A reproduction of art by Shintaro Kago,2501,Shintaro Kago
8049,8049,A famous artwork by Shintaro Kago,2853,Shintaro Kago
8050,8050,Image in the style of Shohei Otomo,4618,Shohei Otomo
8051,8051,Art inspired by Shohei Otomo,4482,Shohei Otomo
8052,8052,Painting in the style of Shohei Otomo,3795,Shohei Otomo
8053,8053,A reproduction of art by Shohei Otomo,3260,Shohei Otomo
8054,8054,A famous artwork by Shohei Otomo,1682,Shohei Otomo
8055,8055,Image in the style of Shotaro Ishinomori,4685,Shotaro Ishinomori
8056,8056,Art inspired by Shotaro Ishinomori,2512,Shotaro Ishinomori
8057,8057,Painting in the style of Shotaro Ishinomori,943,Shotaro Ishinomori
8058,8058,A reproduction of art by Shotaro Ishinomori,4257,Shotaro Ishinomori
8059,8059,A famous artwork by Shotaro Ishinomori,2847,Shotaro Ishinomori
8060,8060,Image in the style of Shusei Nagaoko,372,Shusei Nagaoko
8061,8061,Art inspired by Shusei Nagaoko,3663,Shusei Nagaoko
8062,8062,Painting in the style of Shusei Nagaoko,3188,Shusei Nagaoko
8063,8063,A reproduction of art by Shusei Nagaoko,748,Shusei Nagaoko
8064,8064,A famous artwork by Shusei Nagaoko,916,Shusei Nagaoko
8065,8065,Image in the style of Sidney Nolan,210,Sidney Nolan
8066,8066,Art inspired by Sidney Nolan,2069,Sidney Nolan
8067,8067,Painting in the style of Sidney Nolan,1435,Sidney Nolan
8068,8068,A reproduction of art by Sidney Nolan,3839,Sidney Nolan
8069,8069,A famous artwork by Sidney Nolan,722,Sidney Nolan
8070,8070,Image in the style of Silvestro Lega,4510,Silvestro Lega
8071,8071,Art inspired by Silvestro Lega,4941,Silvestro Lega
8072,8072,Painting in the style of Silvestro Lega,3693,Silvestro Lega
8073,8073,A reproduction of art by Silvestro Lega,4264,Silvestro Lega
8074,8074,A famous artwork by Silvestro Lega,407,Silvestro Lega
8075,8075,Image in the style of Simeon Solomon,514,Simeon Solomon
8076,8076,Art inspired by Simeon Solomon,3039,Simeon Solomon
8077,8077,Painting in the style of Simeon Solomon,4253,Simeon Solomon
8078,8078,A reproduction of art by Simeon Solomon,4524,Simeon Solomon
8079,8079,A famous artwork by Simeon Solomon,4213,Simeon Solomon
8080,8080,Image in the style of Simon Birch,4652,Simon Birch
8081,8081,Art inspired by Simon Birch,3729,Simon Birch
8082,8082,Painting in the style of Simon Birch,4591,Simon Birch
8083,8083,A reproduction of art by Simon Birch,3825,Simon Birch
8084,8084,A famous artwork by Simon Birch,3042,Simon Birch
8085,8085,Image in the style of Simon Bisley,2719,Simon Bisley
8086,8086,Art inspired by Simon Bisley,2091,Simon Bisley
8087,8087,Painting in the style of Simon Bisley,772,Simon Bisley
8088,8088,A reproduction of art by Simon Bisley,2347,Simon Bisley
8089,8089,A famous artwork by Simon Bisley,3735,Simon Bisley
8090,8090,Image in the style of Simon Stalenhag,224,Simon Stalenhag
8091,8091,Art inspired by Simon Stalenhag,1833,Simon Stalenhag
8092,8092,Painting in the style of Simon Stalenhag,1181,Simon Stalenhag
8093,8093,A reproduction of art by Simon Stalenhag,1339,Simon Stalenhag
8094,8094,A famous artwork by Simon Stalenhag,824,Simon Stalenhag
8095,8095,Image in the style of Simone Martini,3083,Simone Martini
8096,8096,Art inspired by Simone Martini,4199,Simone Martini
8097,8097,Painting in the style of Simone Martini,952,Simone Martini
8098,8098,A reproduction of art by Simone Martini,1841,Simone Martini
8099,8099,A famous artwork by Simone Martini,824,Simone Martini
8100,8100,Image in the style of Sir James Guthrie,2646,Sir James Guthrie
8101,8101,Art inspired by Sir James Guthrie,3899,Sir James Guthrie
8102,8102,Painting in the style of Sir James Guthrie,4995,Sir James Guthrie
8103,8103,A reproduction of art by Sir James Guthrie,1710,Sir James Guthrie
8104,8104,A famous artwork by Sir James Guthrie,1783,Sir James Guthrie
8105,8105,Image in the style of Siya Oum,105,Siya Oum
8106,8106,Art inspired by Siya Oum,4739,Siya Oum
8107,8107,Painting in the style of Siya Oum,4434,Siya Oum
8108,8108,A reproduction of art by Siya Oum,3525,Siya Oum
8109,8109,A famous artwork by Siya Oum,473,Siya Oum
8110,8110,Image in the style of Skottie Young,4065,Skottie Young
8111,8111,Art inspired by Skottie Young,551,Skottie Young
8112,8112,Painting in the style of Skottie Young,384,Skottie Young
8113,8113,A reproduction of art by Skottie Young,3185,Skottie Young
8114,8114,A famous artwork by Skottie Young,1889,Skottie Young
8115,8115,Image in the style of Slim Aarons,273,Slim Aarons
8116,8116,Art inspired by Slim Aarons,1154,Slim Aarons
8117,8117,Painting in the style of Slim Aarons,1614,Slim Aarons
8118,8118,A reproduction of art by Slim Aarons,1026,Slim Aarons
8119,8119,A famous artwork by Slim Aarons,4574,Slim Aarons
8120,8120,Image in the style of Sofonisba Anguissola,3843,Sofonisba Anguissola
8121,8121,Art inspired by Sofonisba Anguissola,38,Sofonisba Anguissola
8122,8122,Painting in the style of Sofonisba Anguissola,2129,Sofonisba Anguissola
8123,8123,A reproduction of art by Sofonisba Anguissola,3778,Sofonisba Anguissola
8124,8124,A famous artwork by Sofonisba Anguissola,637,Sofonisba Anguissola
8125,8125,Image in the style of Sonia Delaunay,3326,Sonia Delaunay
8126,8126,Art inspired by Sonia Delaunay,1086,Sonia Delaunay
8127,8127,Painting in the style of Sonia Delaunay,4364,Sonia Delaunay
8128,8128,A reproduction of art by Sonia Delaunay,3409,Sonia Delaunay
8129,8129,A famous artwork by Sonia Delaunay,456,Sonia Delaunay
8130,8130,Image in the style of Sou Fujimoto,2611,Sou Fujimoto
8131,8131,Art inspired by Sou Fujimoto,3252,Sou Fujimoto
8132,8132,Painting in the style of Sou Fujimoto,4123,Sou Fujimoto
8133,8133,A reproduction of art by Sou Fujimoto,911,Sou Fujimoto
8134,8134,A famous artwork by Sou Fujimoto,4678,Sou Fujimoto
8135,8135,Image in the style of Sparth,3458,Sparth
8136,8136,Art inspired by Sparth,3430,Sparth
8137,8137,Painting in the style of Sparth,186,Sparth
8138,8138,A reproduction of art by Sparth,252,Sparth
8139,8139,A famous artwork by Sparth,633,Sparth
8140,8140,Image in the style of Squeak Carnwath,445,Squeak Carnwath
8141,8141,Art inspired by Squeak Carnwath,4282,Squeak Carnwath
8142,8142,Painting in the style of Squeak Carnwath,4489,Squeak Carnwath
8143,8143,A reproduction of art by Squeak Carnwath,575,Squeak Carnwath
8144,8144,A famous artwork by Squeak Carnwath,2847,Squeak Carnwath
8145,8145,Image in the style of Stan And Jan Berenstain,860,Stan And Jan Berenstain
8146,8146,Art inspired by Stan And Jan Berenstain,1633,Stan And Jan Berenstain
8147,8147,Painting in the style of Stan And Jan Berenstain,2010,Stan And Jan Berenstain
8148,8148,A reproduction of art by Stan And Jan Berenstain,3164,Stan And Jan Berenstain
8149,8149,A famous artwork by Stan And Jan Berenstain,3701,Stan And Jan Berenstain
8150,8150,Image in the style of Stan Lee,1324,Stan Lee
8151,8151,Art inspired by Stan Lee,4513,Stan Lee
8152,8152,Painting in the style of Stan Lee,884,Stan Lee
8153,8153,A reproduction of art by Stan Lee,1778,Stan Lee
8154,8154,A famous artwork by Stan Lee,926,Stan Lee
8155,8155,Image in the style of Stanislav Poltavsky,1969,Stanislav Poltavsky
8156,8156,Art inspired by Stanislav Poltavsky,1748,Stanislav Poltavsky
8157,8157,Painting in the style of Stanislav Poltavsky,3720,Stanislav Poltavsky
8158,8158,A reproduction of art by Stanislav Poltavsky,3700,Stanislav Poltavsky
8159,8159,A famous artwork by Stanislav Poltavsky,2095,Stanislav Poltavsky
8160,8160,Image in the style of Stanisław Szukalski,2261,Stanisław Szukalski
8161,8161,Art inspired by Stanisław Szukalski,4200,Stanisław Szukalski
8162,8162,Painting in the style of Stanisław Szukalski,413,Stanisław Szukalski
8163,8163,A reproduction of art by Stanisław Szukalski,932,Stanisław Szukalski
8164,8164,A famous artwork by Stanisław Szukalski,2255,Stanisław Szukalski
8165,8165,Image in the style of Stanley Donwood,7,Stanley Donwood
8166,8166,Art inspired by Stanley Donwood,3432,Stanley Donwood
8167,8167,Painting in the style of Stanley Donwood,4888,Stanley Donwood
8168,8168,A reproduction of art by Stanley Donwood,3921,Stanley Donwood
8169,8169,A famous artwork by Stanley Donwood,1381,Stanley Donwood
8170,8170,Image in the style of Stephan Martiniere,1028,Stephan Martiniere
8171,8171,Art inspired by Stephan Martiniere,4292,Stephan Martiniere
8172,8172,Painting in the style of Stephan Martiniere,4407,Stephan Martiniere
8173,8173,A reproduction of art by Stephan Martiniere,3030,Stephan Martiniere
8174,8174,A famous artwork by Stephan Martiniere,1840,Stephan Martiniere
8175,8175,Image in the style of Stephen Gammell,4196,Stephen Gammell
8176,8176,Art inspired by Stephen Gammell,3782,Stephen Gammell
8177,8177,Painting in the style of Stephen Gammell,3327,Stephen Gammell
8178,8178,A reproduction of art by Stephen Gammell,3484,Stephen Gammell
8179,8179,A famous artwork by Stephen Gammell,168,Stephen Gammell
8180,8180,Image in the style of Stephen Oakley,2024,Stephen Oakley
8181,8181,Art inspired by Stephen Oakley,4755,Stephen Oakley
8182,8182,Painting in the style of Stephen Oakley,950,Stephen Oakley
8183,8183,A reproduction of art by Stephen Oakley,2295,Stephen Oakley
8184,8184,A famous artwork by Stephen Oakley,2237,Stephen Oakley
8185,8185,Image in the style of Stephen Shore,2058,Stephen Shore
8186,8186,Art inspired by Stephen Shore,4885,Stephen Shore
8187,8187,Painting in the style of Stephen Shore,3496,Stephen Shore
8188,8188,A reproduction of art by Stephen Shore,467,Stephen Shore
8189,8189,A famous artwork by Stephen Shore,2356,Stephen Shore
8190,8190,Image in the style of Stevan Dohanos,2466,Stevan Dohanos
8191,8191,Art inspired by Stevan Dohanos,300,Stevan Dohanos
8192,8192,Painting in the style of Stevan Dohanos,2565,Stevan Dohanos
8193,8193,A reproduction of art by Stevan Dohanos,4687,Stevan Dohanos
8194,8194,A famous artwork by Stevan Dohanos,4521,Stevan Dohanos
8195,8195,Image in the style of Steve Argyle,3413,Steve Argyle
8196,8196,Art inspired by Steve Argyle,1389,Steve Argyle
8197,8197,Painting in the style of Steve Argyle,2103,Steve Argyle
8198,8198,A reproduction of art by Steve Argyle,3481,Steve Argyle
8199,8199,A famous artwork by Steve Argyle,1688,Steve Argyle
8200,8200,Image in the style of Steve Dillon,1560,Steve Dillon
8201,8201,Art inspired by Steve Dillon,888,Steve Dillon
8202,8202,Painting in the style of Steve Dillon,4527,Steve Dillon
8203,8203,A reproduction of art by Steve Dillon,386,Steve Dillon
8204,8204,A famous artwork by Steve Dillon,4552,Steve Dillon
8205,8205,Image in the style of Steve Ditko,3854,Steve Ditko
8206,8206,Art inspired by Steve Ditko,4946,Steve Ditko
8207,8207,Painting in the style of Steve Ditko,1506,Steve Ditko
8208,8208,A reproduction of art by Steve Ditko,872,Steve Ditko
8209,8209,A famous artwork by Steve Ditko,2085,Steve Ditko
8210,8210,Image in the style of Steve Henderson,4791,Steve Henderson
8211,8211,Art inspired by Steve Henderson,3845,Steve Henderson
8212,8212,Painting in the style of Steve Henderson,2830,Steve Henderson
8213,8213,A reproduction of art by Steve Henderson,3526,Steve Henderson
8214,8214,A famous artwork by Steve Henderson,2618,Steve Henderson
8215,8215,Image in the style of Steve Lieber,4435,Steve Lieber
8216,8216,Art inspired by Steve Lieber,3270,Steve Lieber
8217,8217,Painting in the style of Steve Lieber,3563,Steve Lieber
8218,8218,A reproduction of art by Steve Lieber,1206,Steve Lieber
8219,8219,A famous artwork by Steve Lieber,1681,Steve Lieber
8220,8220,Image in the style of Steve McCurry,2656,Steve McCurry
8221,8221,Art inspired by Steve McCurry,3652,Steve McCurry
8222,8222,Painting in the style of Steve McCurry,4368,Steve McCurry
8223,8223,A reproduction of art by Steve McCurry,781,Steve McCurry
8224,8224,A famous artwork by Steve McCurry,2505,Steve McCurry
8225,8225,Image in the style of Steven Belledin,4171,Steven Belledin
8226,8226,Art inspired by Steven Belledin,3375,Steven Belledin
8227,8227,Painting in the style of Steven Belledin,3031,Steven Belledin
8228,8228,A reproduction of art by Steven Belledin,2303,Steven Belledin
8229,8229,A famous artwork by Steven Belledin,1724,Steven Belledin
8230,8230,Image in the style of Storm Thorgerson,3204,Storm Thorgerson
8231,8231,Art inspired by Storm Thorgerson,3479,Storm Thorgerson
8232,8232,Painting in the style of Storm Thorgerson,397,Storm Thorgerson
8233,8233,A reproduction of art by Storm Thorgerson,2679,Storm Thorgerson
